,file,number,date_time,weight,Sex_Limit_Category,species,farm,house,gender,pen
1211,JC06F01,7,2022-10-07 16:02:10,1.048,not used,J,C,06,F,01
1212,JC06F01,8,2022-10-07 16:02:22,0.917,not used,J,C,06,F,01
1213,JC06F01,9,2022-10-07 16:02:34,0.887,not used,J,C,06,F,01
1214,JC06F01,10,2022-10-07 16:02:41,1.035,not used,J,C,06,F,01
1215,JC06F01,11,2022-10-07 16:02:48,1.004,not used,J,C,06,F,01
1216,JC06F01,12,2022-10-07 16:02:55,0.868,not used,J,C,06,F,01
1217,JC06F01,13,2022-10-07 16:03:05,0.976,not used,J,C,06,F,01
1218,JC06F01,14,2022-10-07 16:03:11,1.025,not used,J,C,06,F,01
1219,JC06F01,15,2022-10-07 16:03:18,0.955,not used,J,C,06,F,01
1220,JC06F01,16,2022-10-07 16:03:24,0.992,not used,J,C,06,F,01
1221,JC06F01,17,2022-10-07 16:03:32,0.893,not used,J,C,06,F,01
1222,JC06F01,18,2022-10-07 16:03:39,0.814,not used,J,C,06,F,01
1223,JC06F01,19,2022-10-07 16:03:47,1.149,not used,J,C,06,F,01
1224,JC06F01,20,2022-10-07 16:03:55,0.826,not used,J,C,06,F,01
1225,JC06F01,21,2022-10-07 16:04:01,1.063,not used,J,C,06,F,01
1226,JC06F01,22,2022-10-07 16:04:10,1.025,not used,J,C,06,F,01
1227,JC06F01,23,2022-10-07 16:04:17,0.860,not used,J,C,06,F,01
1228,JC06F01,24,2022-10-07 16:04:23,0.993,not used,J,C,06,F,01
1229,JC06F01,25,2022-10-07 16:04:34,0.981,not used,J,C,06,F,01
1230,JC06F01,26,2022-10-07 16:04:40,1.046,not used,J,C,06,F,01
1231,JC06F01,27,2022-10-07 16:04:48,0.945,not used,J,C,06,F,01
1232,JC06F01,28,2022-10-07 16:04:56,1.043,not used,J,C,06,F,01
1233,JC06F01,29,2022-10-07 16:05:02,1.000,not used,J,C,06,F,01
1234,JC06F01,30,2022-10-07 16:05:09,0.956,not used,J,C,06,F,01
1235,JC06F01,31,2022-10-07 16:05:17,0.943,not used,J,C,06,F,01
1236,JC06F01,32,2022-10-07 16:05:25,0.865,not used,J,C,06,F,01
1237,JC06F01,33,2022-10-07 16:05:32,0.971,not used,J,C,06,F,01
1238,JC06F01,34,2022-10-07 16:05:41,0.953,not used,J,C,06,F,01
1239,JC06F01,35,2022-10-07 16:05:47,0.830,not used,J,C,06,F,01
1240,JC06F01,36,2022-10-07 16:05:55,1.006,not used,J,C,06,F,01
1241,JC06F01,37,2022-10-07 16:06:02,1.016,not used,J,C,06,F,01
1242,JC06F01,38,2022-10-07 16:06:09,0.999,not used,J,C,06,F,01
1243,JC06F01,39,2022-10-07 16:06:17,0.833,not used,J,C,06,F,01
1244,JC06F01,40,2022-10-07 16:06:24,0.818,not used,J,C,06,F,01
1245,JC06F01,41,2022-10-07 16:06:33,0.898,not used,J,C,06,F,01
1246,JC06F01,42,2022-10-07 16:06:41,1.047,not used,J,C,06,F,01
1247,JC06F01,43,2022-10-07 16:06:48,0.995,not used,J,C,06,F,01
1248,JC06F01,44,2022-10-07 16:06:56,0.990,not used,J,C,06,F,01
1249,JC06F01,45,2022-10-07 16:07:02,0.905,not used,J,C,06,F,01
1250,JC06F01,46,2022-10-07 16:07:09,0.892,not used,J,C,06,F,01
1251,JC06F01,47,2022-10-07 16:07:16,0.992,not used,J,C,06,F,01
1252,JC06F01,48,2022-10-07 16:07:23,0.952,not used,J,C,06,F,01
1253,JC06F01,49,2022-10-07 16:07:30,1.076,not used,J,C,06,F,01
1254,JC06F01,50,2022-10-07 16:07:40,0.971,not used,J,C,06,F,01
1255,JC06F01,51,2022-10-07 16:07:47,0.935,not used,J,C,06,F,01
1256,JC06F01,52,2022-10-07 16:07:54,1.002,not used,J,C,06,F,01
1257,JC06F01,53,2022-10-07 16:08:00,0.851,not used,J,C,06,F,01
1258,JC06F01,54,2022-10-07 16:08:17,0.901,not used,J,C,06,F,01
1259,JC06F01,55,2022-10-07 16:08:25,0.872,not used,J,C,06,F,01
1260,JC06F01,56,2022-10-07 16:08:34,0.902,not used,J,C,06,F,01
1261,JC06F01,57,2022-10-07 16:08:47,0.834,not used,J,C,06,F,01
1262,JC06F01,58,2022-10-07 16:08:59,0.956,not used,J,C,06,F,01
1263,JC06F01,59,2022-10-07 16:09:07,0.932,not used,J,C,06,F,01
1264,JC06F01,60,2022-10-07 16:09:14,1.008,not used,J,C,06,F,01
